review,sentiment
Still don't know why they would pick a C rate actor to play Captain America. Hope this movie bombs it looks terrible.,negative
Man years after I notice that the actor who play the falcon is papa doc from 8 mile 😂😂😂😂,neutral
They had to reproduce the storyline for this movie multiple times. I gotta say ; that this is the storyline that people actually want to see.,positive
"That doesn't look or feel like a Marvel movie.  It looks like a 90 percent drama, 10 percent action movie in which I would fall fast to sleep",negative
Did Captain America fall asleep while sun bathing (w/o sunscreen)?,neutral
Most silly and disgusting movie of all time by marvel 😢😢😢,negative
Can anyone explain to me why falcon is playing captain America,neutral
Marvel could have made a movie about how Steve Rogers returned each infinity stone after Avengers Endgame.,neutral
In the eyes of the world there is only one Captain America and that is Chris Evans,neutral
it was a good movie overall. Not like we got anything else to watch. Would suggest people to watch the falcon and winter soldier TV show before watching this,neutral
this was a pretty good movie. anthony mackie impressed me as captain america and i think he did a good job. definitely gonna give it a rewatch in the near future.,positive
"I watched the movie and I really liked it! It was really good, I would love to see a movie about the American Soldier! And with that title! It would be amazing!",positive
"This movie was very enjoyable! My grandmother and I loved Brave New World so much! We loved the action, the direction, and even can't get enough with Harrison Ford too! It was marvelous!",positive
"Watched movie yesterday, very impressed, great movie, Japan & not China, a bit political, & no mention of Russia, loved it still. ❤✊🌏",positive
The wings are made of vibranium?,neutral
Extremely stupid movie,negative
"This should have been called, Captain America: African Americans Only. LOL! 😂😂😂😂",neutral
Falcon spends his time cosplaying as Captain America. Red Hulk is less engaging than Goku with blue hair.,neutral
Great exciting movie.. always love any movie Harrison Ford is in .playing Mr. President was a very great roll for his age..  Captain America... Amazing wonderful spectacular exhilarating  too!!,positive
"This movie was so bad.... the cringy ""oh you didnt know the wakandans gave him an upgrade?"" the talking down the red hulk... You just wasted a great villian for dei captain america!!",negative
Only one captain America falcon suited him don't know why they decided to change it I like him but as captain America he will never fit the boots,negative
"Captain America should stay original as the comic books created it to be. Stop trying to change history, just make new superheroes in the color you want. Next thing Black Superman? Black snow white? Already ruined with Black little mermaid, black Annie? Mind you I'm not racist, just fed up 
with this crap. Make your own darn stories & stop ruining good movies and turning them into dunk with your race ideology. PLEASE!!!",negative
"It still bothers how the abilities and its interactions with other characters seems inconsistent. Those vibranium wings are taking so much hit, and I forget if it was ever said in the wakanda films if it doesn't have a limit or what happens after it had a limit, and who knew vibranium can cut hulk's skin, maybe he's not as tough as hulk. But if that vibranium can take that much hit, and it seems to not have a limit to the amount of power it can store, than it's so OP, and clearly we don't really see that with blackpanther, except the one time it exploded in end game, but if you really think about it, he could concentrate all the damage he took for some 15min in full battle, and use it on one punch and it's probably stronger than hulks punch.
The only thing I like about this movie is when that red hulk was chasing sam at near the end. It reminded me of how good ang lee's hulk was in showing its ability and strength.",negative
The name of this movie means a lot to all of us after Trunp's tariff. New world order? Brave new world?,neutral
An American President who turns orangey red when angry - hmm I wonder where they got that idea from! 🤣,neutral
Remember when Anthony Mackie said that “Captain America has nothing to do with America”.,neutral
The fact that he called him cap hurts me,neutral
It's a very simple movie!! And so funny,neutral
Can we get a realistic movie where captain America while starving gives all his money to captain Israel who uses it for crime? Now that's a movie I'll watch. Marvels movies are all lame now,negative
I don’t know how I feel about this movie,neutral
"if brave new world not succeed there is only reason : 
1) the player really unexpected
2 ) there is red hulk",negative
How many dislikes on this video? Can anybody tell that? 👀😂,neutral
They don't give you the cheaper option to rent it because they don't want to lose money.These companies are so greedy they don't want to risk losing the $5-$10.,neutral
"So just started watching this movie 20 minutes ago,& for the first time ever,in any avengers,Ironman,or captain America movies have I ever considered turning it off.
Acting is bad. 
Script is bad.
What happened????
I was so looking forward to seeing this!
So far it’s not even close,to the standard of any avengers or captain America movies.
I’m going back to watch the rest,& see if it improves,but at this stage it does not look promising at all.",negative
"Well, bad or good; at least it seems the usual material, and not like the one for the modern audiences... might worth to take a look at least.",neutral
This movie has been delayed for over a year now. I feel like they’re just gonna release the entire thing in trailers.,neutral
SPOILER ALERT : black widow wont die in THIS movie,neutral
"after seeing it , it definitely should’ve come out after civil war and before infinity war",neutral
"Legend has it that Drax is in this trailer, but we can’t see him because he is standing so still.",neutral
Came back here after seeing this and I can confidently say that this should have came out before Captain Marvel.,neutral
"In an Alternate Timeline, the Pandemic never happened and people are lining up to see this Movie Tonight.",neutral
Avengers Endgame revealed nothing really we didn’t know what will happen at an extent that’s why the MCU is so good,positive
"Scarlett is 35 and Rachel is 50. It's official, Rachel Weisz doesn't age.",neutral
"2020 is the only year without a single MCU movie in a year since 2008, man covid sucks",neutral
I love how she poses after every different move shows how well trained she is.,neutral
"I saw this movie today and as always Scarlett is stunning, so cool especially Florence! She is marvelous. I hope to see her more in another movies.",positive
I just wanna give Scarlett a hug and tell her that she doesn’t deserve that this corona thing delayed her premiere :(,neutral
I honestly don't know why people don't like this movie..... It's a really good movie imo I enjoyed it so much,positive
Who’s here still waiting for it to be in theaters ? 🙋‍♀️,neutral
"I can't believe the ""final trailer"" came out a year before the movie.",neutral
This movie is a great example of how you can have badass female lead roles without having to verbally say it. You just do it,neutral
"They really should have followed the trailer's words and actually had Taskmaster CONTROL the Red-Room. I'm perfectly fine with who they wanted Taskmaster to be, but they should have just kept them as the actual main villain",negative
"Post credit scene: Nat wearing her sister vest, dyed her hair blonde, and joining Cap and Sam",neutral
I’ve watched this movie about 10 times since it’s release and I can’t get enough of it. Natasha is my favourite character from the MCU and I really wish she got her own franchise like the other members. Black Widow was better than the entire Thor franchise combined.,positive
These are actually really well-constructed trailers.,positive
Clueless Disney had to ruin Taskmaster because Widow couldn’t beat the comic version lol,negative
when everyone wants Black Widow Movie bac when she was alive then MCU dropping it after End Game when she was gone. my words are nonsense. I just want nat to be back alive 😭,neutral
"If this movie was released before Endgame, Natasha's death would've been even more emotional knowing her backstory. This looks great though!",neutral
This is what she’s out doing when JoJo rabbit is at home,neutral
"Post-credits scene:

Black Widow won't come back",neutral
"Wow this movie was really well done. I actually shed a tear or two. Easily one of the best Marvel movies of all time. I really can't remember being this impressed with the cast, the screenplay, the dialogue, the action, everything about it was perfecto",positive
When you're the only one with an American accent in a Russian family.,neutral
It’s disappointing how badass Taskmaster was in the trailer compared to the actual film,negative
Scarlett is the only one to get away with not speaking in a russian accent.,neutral
"Taskmaster for the win, he throws his shield like cap, has claws like t’challa, and shoots arrows like Hawkeye",positive
i hope the soundtrack is similar to the trailer music,neutral
"I'm so glad her story is finally being told
Edit: Please Marvel,  tell us what happened at Budapest",neutral
"Black widow's first apperance was in iron man's movie


And........iron man's last apperance in black widow's movie!!!!!!!",neutral
"I feel like the plot twist is that, black widows sister is also being manipulated by taskmaster",neutral
Who’s here after they watched the movie,neutral
"If her ""family""dies in this movie, I can't imagine how miserable she would have been between infinity war and endgame 😢😢😢",neutral
Great Black Widow quote: “At some point we all have to choose between what the world wants you to be and who you are.  I made my choice.  I’m done running.”  👍🏻,neutral
"So my mom's side of the family is Russian, and when Melina said 'Don't slouch,' I died from laughter because all my Russian relatives have told me that at some point 😆",neutral
"She ain't entirely wrong about Natasha on the science teacher part, she learns quantum physics to make conversation I'm pretty sure she can science",neutral
This should have been out before the Endgame. Her death would have more impact.,neutral
So that’s her life after divorced in the Marriage Story.,neutral
Imagine having Black Widow as your science teacher...,neutral
"Post credit scene will show that Nat didn't die, she was hiding under a dumpster all along",neutral
"So black widow is a science teacher
And she has a crush on professor Hulk",neutral
"I don't care if this movie's late by nearly a decade, it looks awesome.",positive
"Black widow - trained in red room 
Task master - watch all marvel movies",neutral
Goosebumps trailer watched for thousands time because of music and scene,positive
"Black widows siblings are going to die as in endgame she said 
“i used to have nothing""",neutral
Black widow will forever live on in our hearts,neutral
Correction: Task Master doesn't control Red room. It's Christian Grey,neutral
At some point we all have to choose between what the world wants you to be and who you are...,neutral
"Was she wearing a parachute? 
No. No she wasn't",neutral
Stupid coronavirus. I was so looking forward to this movie. 😭,neutral
"I gotta say, this looks really good! Natasha is a great character who deserved a movie a long time ago",positive
Rachel Weisz as Black widow's mother coolllll. Marvel universe is really has more and more awesome actors. And this trailer is really mind blowing especially music.,positive
I’m glad that Black Widow is finally getting her own stand-alone movie.,neutral
I wish they had focus more on the red room and what happend there :(,negative
"""I'm tired of running"" Spends half the movie running.",neutral
They are showing this villain like they did winter soldier in trailer,neutral
The soundtrack is awesome... listening it again and again and again,positive
"Black widow: I'm done running, proceeds to fast walk the rest of the movie",neutral
The Russians accents are definitely a little off,negative
Just got back from the cinema! What an amazing film!!!,positive
Marvel's BGM game in this trailer is really strong like always.,positive
Me looking at the trailer right before I watch it at the theaters today lol,neutral
meanwhile in an alternate universe the corona virus is never happened and black widow release on may 1,neutral
"Black Widow: On May 1st.
2020: No, I don’t think you will.",neutral
“We have to go back to where it all started so they never do that to anyone ever again” combined with the music still gives me chills a year later. My excitement for this movie has never waivered in the year that this trailer has been out. So excited to see this IN THEATERS!,positive
She’s been my favourite since I was a little girl. And she kept the position even after Wanda and Captain Marvel. I love them too. But nothing can win my childhood queen,neutral
"I expected black widow movie to be as dark as a flashback  shown of red room in Age of Ultron  ....in movie they made us feel Natasha is less intelligent , she was so sidelined like what kind of tribute film was it ?... They just gave importance to Yelena very disappointed.",negative
on my way to see it in the cinema right now!,neutral
i miss her so much,neutral
Plot Twist: That wasn’t the real Taskmaster. It’s just someone who took up the mantle of Taskmaster. Meaning that Tony Masters is still out there.,neutral
Just saw this movie in theaters today,neutral
she really did it we had to let her go. and at some point we all have to choose between what the world wants you to be and Who You Are. and she done runing.,neutral
"Back here after watching the movie, which was AWESOME and action-packed! Fun spotting the differences between the trailer and movie",positive
this is a 95% trailer. It has storylines I want to follow - it's a good storyline. Some parts of it - I'm trying to like - it's a little hard. I do like in the end what it's about - worth some watch in a motivating way.,positive
I am here because THUNDERBOLTS incoming this April 2025,neutral
"Arguably, the hardest character of the OG Avengers because of all that she went through. After all that she did to survive, her living with all those regrets had to be incredible. The red room, Drakoff, Drakoffs daughter. All the bodies she put down. What the Russians did to her. Scarlett Witches spell, reminding her of her past. No one had to put up with that and still went to sleep at night. Losing her family in Ohio? I have new found respect for this incredible character, she is AMAZING...",positive
I love how the description isn’t updated and still says May 1.,neutral
Like this one.  The storyline is great 👍. Seriously it's awesome 👌.,neutral
This should came out in 2016 or 2017 after Age of Ultron or Civil War. She shouldn't died in Endgame and we could've get Black Widow 2 by now.,neutral
Background music pretty interesting & This Trailer is so Good,positive
The fact that i watched the movie first and avoid the trailer for no spoilers,neutral
"You know, Drax is actually in this trailer. You just can't see him because he's standing so incredibly still, he's become invisible to the eye",neutral
Bgm is we are gods,neutral
"Amazing trailer for Black Widow! I do feel like her movie should've been released in phase 3. At least, she finally got a movie. So that's cool!",positive
"I love the relationship of sisters between Jelena and Natasha, very well built without pains and glories, that is to say the hard truth and what we have come to.  I also congratulate the trilogy with Raquel all divas and icons of cinema. Without a doubt a trio that I would love to continue seeing as Black Widows Girls and in the near future in Science Fiction films in space., It may be a trilogy of warriors from the stars or the worlds or interstellar travel to save the planet.  I am enchanted and in love with Florence my icon of woman. Congratulations Natasha un film very fine construyed. Intelligent for always.",positive
Came back here cause the wait is finally over!,neutral
This Music is hitting,positive
"She deserved to have a film before endgame, but it was too late.",neutral
wow these trailers get so many views - they are a league of their own.,neutral
I can’t believe she didn’t get a scratch on her in civil war and went right into this movie 😂,neutral
The only one missing was the Winter Soldier.😢,neutral
"I watched this movie and I laughed, smiled, and cried. One hell of an emotional roller coaster! But I’d do it all over again if I got the chance. To anyone who hasn’t seen it, GO! It WILL be worth it",positive
I watched this for free online via torrent download.,neutral
Mistake is the easiest thing to do next to making enemies,neutral
In the movie plot of the actual movie she intended to kill task master as a kid,neutral
This move is between civil war and infinity war😘,neutral
It is funny where black widow is dead in EndGame but in 2021 she is just alive,neutral
"I feel this movie was one of the best MCU solo movie.. really gave winter soldier vibes.. less comic, serious and action is on point and ofc simple and different story.",positive
